gameDate,weekDay,homeTeam,homeTeamEdition,homeCombo,homeTeamBGColor,homeTeamColor,awayTeam,awayTeamEdition,awayCombo,awayTeamBGColor,awayTeamColor,courtMain,courtSecondary
03/1/2014,Saturday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
03/1/2014,Saturday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
03/1/2014,Sunday ,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,Washington Wizards,Home,Washington Wizards Home,#ffffff,,,
03/1/2014,Sunday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
03/1/2014,Sunday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
03/2/2014,Sunday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
03/2/2014,Sunday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
03/2/2014,Sunday ,Chicago Bulls,Nocha Latina,Chicago Bulls Nocha Latina,#000000,,New York Knicks,Nocha Latina,New York Knicks Nocha Latina,#ffffff,,,
03/2/2014,Sunday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
03/2/2014,Sunday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
03/2/2014,Monday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
03/2/2014,Monday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Philadelphia 76ers,Away,Philadelphia 76ers Away,#D50132,,,
03/3/2014,Monday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
03/3/2014,Monday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
03/3/2014,Monday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
03/3/2014,Monday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
03/3/2014,Monday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
03/3/2014,Monday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
03/3/2014,Monday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
03/3/2014,Tuesday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
03/4/2014,Tuesday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
03/4/2014,Tuesday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
03/4/2014,Tuesday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
03/4/2014,Tuesday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
03/4/2014,Wednesday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Philadelphia 76ers,Away,Philadelphia 76ers Away,#D50132,,,
03/4/2014,Wednesday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
03/5/2014,Wednesday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
03/5/2014,Wednesday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
03/5/2014,Wednesday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
03/5/2014,Wednesday ,Portland Trail Blazers,Rip City,Portland Trail Blazers Rip City,#ffffff,,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,,
03/5/2014,Wednesday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
03/5/2014,Wednesday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
03/5/2014,Wednesday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,Dallas Mavericks,Alternate,Dallas Mavericks Alternate,#0C2340,,,
03/5/2014,Wednesday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Houston Rockets,Alternate,Houston Rockets Alternate,#BA0E2F,,,
03/5/2014,Thursday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
03/5/2014,Thursday ,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,New York Knicks,Home,New York Knicks Home,#ffffff,,,
03/6/2014,Thursday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
03/6/2014,Thursday ,San Antonio Spurs,Nocha Latina,San Antonio Spurs Nocha Latina,#ffffff,,Miami Heat,Nocha Latina,Miami Heat Nocha Latina,#000000,,,
03/6/2014,Friday ,Phoenix Suns,Nocha Latina,Phoenix Suns Nocha Latina,#000000,,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,,
03/7/2014,Friday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
03/7/2014,Friday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
03/7/2014,Friday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
03/7/2014,Friday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,,
03/7/2014,Friday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
03/7/2014,Friday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
03/7/2014,Friday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Portland Trail Blazers,Alternate,Portland Trail Blazers Alternate,#C8102E,,,
03/7/2014,Friday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
03/7/2014,Friday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
03/7/2014,Saturday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
03/7/2014,Saturday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
03/8/2014,Saturday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
03/8/2014,Saturday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,,
03/8/2014,Saturday ,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,New York Knicks,Home,New York Knicks Home,#ffffff,,,
03/8/2014,Saturday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
03/8/2014,Saturday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
03/8/2014,Sunday ,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,Utah Jazz,Home,Utah Jazz Home,#ffffff,,,
03/9/2014,Sunday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Detroit Pistons,Alternate,Detroit Pistons Alternate,#051D42,,,
03/9/2014,Sunday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
03/9/2014,Sunday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
03/9/2014,Sunday ,Los Angeles Lakers,Nocha Latina,Los Angeles Lakers Nocha Latina,#ffffff,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
03/9/2014,Sunday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
03/9/2014,Sunday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
03/9/2014,Sunday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
03/9/2014,Sunday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
03/9/2014,Monday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,,
03/10/2014,Monday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,,
03/10/2014,Monday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
03/10/2014,Monday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
03/10/2014,Monday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
03/10/2014,Monday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,,
03/10/2014,Tuesday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
03/10/2014,Tuesday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Phoenix Suns,Nocha Latina,Phoenix Suns Nocha Latina,#000000,,,
03/11/2014,Tuesday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
03/11/2014,Tuesday ,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
03/11/2014,Tuesday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
03/11/2014,Tuesday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
03/11/2014,Tuesday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
03/11/2014,Tuesday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
03/11/2014,Tuesday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
03/12/2014,Wednesday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
03/12/2014,Wednesday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
03/12/2014,Wednesday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
03/12/2014,Wednesday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Portland Trail Blazers,Alternate,Portland Trail Blazers Alternate,#C8102E,,,
03/12/2014,Wednesday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
03/12/2014,Wednesday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
03/12/2014,Wednesday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
03/12/2014,Wednesday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
03/12/2014,Wednesday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
03/12/2014,Wednesday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
03/12/2014,Thursday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
03/13/2014,Thursday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
03/13/2014,Thursday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
03/13/2014,Thursday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
03/14/2014,Friday ,Boston Celtics,St. Patrick's Day,Boston Celtics St. Patrick's Day,#007A34,,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,,
03/14/2014,Friday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
03/14/2014,Friday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
03/14/2014,Friday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
03/14/2014,Friday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Memphis Grizzlies,Alternate,Memphis Grizzlies Alternate,#7D9CC0,,,
03/14/2014,Friday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
03/14/2014,Saturday ,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
03/14/2014,Saturday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
03/14/2014,Saturday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
03/14/2014,Saturday ,Utah Jazz,Alternate,Utah Jazz Alternate,#366445,,Los Angeles Clippers,Away,Los Angeles Clippers Away,#D50132,,,
03/15/2014,Saturday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
03/15/2014,Saturday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
03/15/2014,Saturday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
03/15/2014,Saturday ,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,,
03/15/2014,Saturday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
03/15/2014,Saturday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
03/16/2014,Sunday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
03/16/2014,Sunday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Boston Celtics,St. Patrick's Day,Boston Celtics St. Patrick's Day,#007A34,,,
03/16/2014,Sunday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
03/16/2014,Sunday ,San Antonio Spurs,Alternate,San Antonio Spurs Alternate,#CDD6DC,,Utah Jazz,Alternate,Utah Jazz Alternate,#366445,,,
03/16/2014,Sunday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
03/16/2014,Sunday ,Los Angeles Clippers,Back in Blue Pride,Los Angeles Clippers Back in Blue Pride,#438FDE,,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,,
03/16/2014,Sunday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
03/16/2014,Monday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
03/16/2014,Monday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Sacramento Kings,Alternate,Sacramento Kings Alternate,#000000,,,
03/17/2014,Monday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Boston Celtics,St. Patrick's Day,Boston Celtics St. Patrick's Day,#007A34,,,
03/17/2014,Monday ,Denver Nuggets,Hardwood Classic,Denver Nuggets Hardwood Classic,#051D42,,Los Angeles Clippers,Away,Los Angeles Clippers Away,#D50132,,,
03/17/2014,Monday ,Chicago Bulls,St. Patrick's Day,Chicago Bulls St. Patrick's Day,#007A34,,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,,
03/17/2014,Monday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
03/17/2014,Monday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
03/17/2014,Monday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Utah Jazz,Alternate,Utah Jazz Alternate,#366445,,,
03/17/2014,Tuesday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
03/18/2014,Tuesday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
03/18/2014,Tuesday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
03/18/2014,Tuesday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Miami Heat,Alternate,Miami Heat Alternate,#872733,,,
03/18/2014,Tuesday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
03/18/2014,Wednesday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
03/19/2014,Wednesday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
03/19/2014,Wednesday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
03/19/2014,Wednesday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Chicago Bulls,Alternate,Chicago Bulls Alternate,#000000,,,
03/19/2014,Wednesday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Miami Heat,Alternate,Miami Heat Alternate,#872733,,,
03/19/2014,Wednesday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Utah Jazz,Alternate,Utah Jazz Alternate,#366445,,,
03/19/2014,Wednesday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
03/19/2014,Wednesday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
03/19/2014,Thursday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
03/19/2014,Thursday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
03/19/2014,Thursday ,Phoenix Suns,Nocha Latina,Phoenix Suns Nocha Latina,#000000,,Orlando Magic,Home,Orlando Magic Home,#ffffff,,,
03/20/2014,Thursday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
03/20/2014,Thursday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
03/20/2014,Thursday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
03/20/2014,Friday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
03/21/2014,Friday ,Brooklyn Nets,Brooklyn Dodgers Pride,Brooklyn Nets Brooklyn Dodgers Pride,#B2B3B3,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
03/21/2014,Friday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
03/21/2014,Friday ,Los Angeles Lakers,Hollywood Nights,Los Angeles Lakers Hollywood Nights,#000000,,Washington Wizards,Home,Washington Wizards Home,#ffffff,,,
03/21/2014,Friday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
03/21/2014,Friday ,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,Chicago Bulls,Alternate,Chicago Bulls Alternate,#000000,,,
03/21/2014,Friday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Memphis Grizzlies,Alternate,Memphis Grizzlies Alternate,#7D9CC0,,,
03/21/2014,Friday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
03/21/2014,Friday ,Phoenix Suns,Alternate,Phoenix Suns Alternate,#CB6014,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
03/21/2014,Saturday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
03/21/2014,Saturday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Oklahoma City Thunder,Alternate,Oklahoma City Thunder Alternate,#051D42,,,
03/22/2014,Saturday ,Golden State Warriors,Alternate,Golden State Warriors Alternate,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
03/22/2014,Saturday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
03/22/2014,Saturday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
03/22/2014,Saturday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
03/22/2014,Saturday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
03/22/2014,Saturday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
03/22/2014,Saturday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Houston Rockets,Alternate,Houston Rockets Alternate,#BA0E2F,,,
03/22/2014,Sunday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
03/23/2014,Sunday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
03/23/2014,Sunday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
03/23/2014,Sunday ,Los Angeles Lakers,Alternate,Los Angeles Lakers Alternate,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
03/23/2014,Sunday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
03/23/2014,Sunday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
03/23/2014,Sunday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
03/23/2014,Monday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
03/24/2014,Monday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
03/24/2014,Monday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
03/24/2014,Monday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
03/24/2014,Monday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
03/24/2014,Monday ,Miami Heat,Home,Miami Heat Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
